# i, 		 t. 	     MEtot,	        dMEtot,         KEtot,		    dKEtot,         Pdvtot, 	    dTEtot, 	    Etot
5699,	1.55992e-01,	9.69029e-06,	2.79616e-10,	6.88698e-06,	-1.51777e-10,	3.51925e-03,	1.30627e-07,	3.53583e-03
5700,	1.56000e-01,	9.68996e-06,	2.09417e-10,	6.88890e-06,	-1.14180e-10,	3.51932e-03,	9.78920e-08,	3.53589e-03
5701,	1.56011e-01,	9.68953e-06,	2.78699e-10,	6.89145e-06,	-1.52858e-10,	3.51940e-03,	1.30384e-07,	3.53598e-03
5702,	1.56022e-01,	9.68909e-06,	2.78176e-10,	6.89401e-06,	-1.53475e-10,	3.51948e-03,	1.30245e-07,	3.53607e-03
5703,	1.56031e-01,	9.68876e-06,	2.08337e-10,	6.89592e-06,	-1.15453e-10,	3.51955e-03,	9.76060e-08,	3.53613e-03
5704,	1.56042e-01,	9.68833e-06,	2.77260e-10,	6.89848e-06,	-1.54555e-10,	3.51963e-03,	1.30003e-07,	3.53622e-03
5705,	1.56053e-01,	9.68789e-06,	2.76738e-10,	6.90104e-06,	-1.55172e-10,	3.51971e-03,	1.29864e-07,	3.53630e-03
5706,	1.56061e-01,	9.68756e-06,	2.07260e-10,	6.90295e-06,	-1.16726e-10,	3.51977e-03,	9.73204e-08,	3.53637e-03
5707,	1.56072e-01,	9.68712e-06,	2.75824e-10,	6.90551e-06,	-1.56252e-10,	3.51986e-03,	1.29622e-07,	3.53645e-03
5708,	1.56080e-01,	9.68679e-06,	2.06575e-10,	6.90743e-06,	-1.17536e-10,	3.51992e-03,	9.71389e-08,	3.53651e-03
5709,	1.56091e-01,	9.68636e-06,	2.74912e-10,	6.90998e-06,	-1.57331e-10,	3.52000e-03,	1.29380e-07,	3.53660e-03
5710,	1.56102e-01,	9.68592e-06,	2.74391e-10,	6.91254e-06,	-1.57948e-10,	3.52009e-03,	1.29242e-07,	3.53668e-03
5711,	1.56110e-01,	9.68559e-06,	2.05500e-10,	6.91446e-06,	-1.18808e-10,	3.52015e-03,	9.68540e-08,	3.53675e-03
5712,	1.56121e-01,	9.68515e-06,	2.73480e-10,	6.91702e-06,	-1.59027e-10,	3.52023e-03,	1.29001e-07,	3.53683e-03
5713,	1.56132e-01,	9.68471e-06,	2.72960e-10,	6.91957e-06,	-1.59643e-10,	3.52031e-03,	1.28863e-07,	3.53692e-03
5714,	1.56140e-01,	9.68438e-06,	2.04428e-10,	6.92149e-06,	-1.20079e-10,	3.52037e-03,	9.65696e-08,	3.53698e-03
5715,	1.56151e-01,	9.68394e-06,	2.72051e-10,	6.92405e-06,	-1.60722e-10,	3.52045e-03,	1.28622e-07,	3.53706e-03
5716,	1.56162e-01,	9.68350e-06,	2.71533e-10,	6.92661e-06,	-1.61338e-10,	3.52054e-03,	1.28484e-07,	3.53715e-03
5717,	1.56171e-01,	9.68317e-06,	2.03358e-10,	6.92853e-06,	-1.21350e-10,	3.52060e-03,	9.62856e-08,	3.53721e-03
5718,	1.56182e-01,	9.68273e-06,	2.70626e-10,	6.93109e-06,	-1.62417e-10,	3.52068e-03,	1.28243e-07,	3.53729e-03
5719,	1.56193e-01,	9.68229e-06,	2.70108e-10,	6.93364e-06,	-1.63033e-10,	3.52076e-03,	1.28106e-07,	3.53738e-03
5720,	1.56201e-01,	9.68196e-06,	2.02290e-10,	6.93556e-06,	-1.22621e-10,	3.52082e-03,	9.60020e-08,	3.53744e-03
5721,	1.56212e-01,	9.68152e-06,	2.69203e-10,	6.93812e-06,	-1.64111e-10,	3.52090e-03,	1.27865e-07,	3.53752e-03
5722,	1.56220e-01,	9.68119e-06,	2.01611e-10,	6.94004e-06,	-1.23429e-10,	3.52096e-03,	9.58218e-08,	3.53758e-03
5723,	1.56231e-01,	9.68075e-06,	2.68299e-10,	6.94260e-06,	-1.65188e-10,	3.52104e-03,	1.27625e-07,	3.53767e-03
5724,	1.56242e-01,	9.68031e-06,	2.67782e-10,	6.94516e-06,	-1.65804e-10,	3.52112e-03,	1.27488e-07,	3.53775e-03
5725,	1.56250e-01,	9.67998e-06,	2.00547e-10,	6.94708e-06,	-1.24699e-10,	3.52119e-03,	9.55390e-08,	3.53781e-03
5726,	1.56261e-01,	9.67953e-06,	2.66880e-10,	6.94964e-06,	-1.66881e-10,	3.52127e-03,	1.27248e-07,	3.53789e-03
5727,	1.56272e-01,	9.67909e-06,	2.66365e-10,	6.95220e-06,	-1.67497e-10,	3.52135e-03,	1.27111e-07,	3.53798e-03
5728,	1.56281e-01,	9.67876e-06,	1.99484e-10,	6.95412e-06,	-1.25969e-10,	3.52141e-03,	9.52566e-08,	3.53804e-03
5729,	1.56292e-01,	9.67832e-06,	2.65465e-10,	6.95669e-06,	-1.68574e-10,	3.52149e-03,	1.26872e-07,	3.53812e-03
5730,	1.56302e-01,	9.67787e-06,	2.64951e-10,	6.95925e-06,	-1.69189e-10,	3.52157e-03,	1.26735e-07,	3.53820e-03
5731,	1.56311e-01,	9.67754e-06,	1.98424e-10,	6.96117e-06,	-1.27238e-10,	3.52163e-03,	9.49746e-08,	3.53826e-03
5732,	1.56322e-01,	9.67710e-06,	2.64052e-10,	6.96373e-06,	-1.70266e-10,	3.52170e-03,	1.26496e-07,	3.53835e-03
5733,	1.56333e-01,	9.67665e-06,	2.63539e-10,	6.96629e-06,	-1.70881e-10,	3.52178e-03,	1.26360e-07,	3.53843e-03
5734,	1.56341e-01,	9.67632e-06,	1.97366e-10,	6.96821e-06,	-1.28507e-10,	3.52184e-03,	9.46931e-08,	3.53849e-03
5735,	1.56352e-01,	9.67587e-06,	2.62642e-10,	6.97077e-06,	-1.71957e-10,	3.52192e-03,	1.26121e-07,	3.53857e-03
5736,	1.56360e-01,	9.67554e-06,	1.96694e-10,	6.97270e-06,	-1.29314e-10,	3.52198e-03,	9.45141e-08,	3.53863e-03
5737,	1.56371e-01,	9.67509e-06,	2.61747e-10,	6.97526e-06,	-1.73033e-10,	3.52206e-03,	1.25883e-07,	3.53871e-03
5738,	1.56382e-01,	9.67465e-06,	2.61236e-10,	6.97782e-06,	-1.73648e-10,	3.52214e-03,	1.25746e-07,	3.53879e-03
5739,	1.56390e-01,	9.67431e-06,	1.95639e-10,	6.97974e-06,	-1.30582e-10,	3.52220e-03,	9.42333e-08,	3.53885e-03
5740,	1.56401e-01,	9.67387e-06,	2.60342e-10,	6.98231e-06,	-1.74724e-10,	3.52228e-03,	1.25508e-07,	3.53893e-03
5741,	1.56412e-01,	9.67342e-06,	2.59832e-10,	6.98487e-06,	-1.75338e-10,	3.52236e-03,	1.25373e-07,	3.53901e-03
5742,	1.56421e-01,	9.67309e-06,	1.94587e-10,	6.98679e-06,	-1.31849e-10,	3.52241e-03,	9.39530e-08,	3.53907e-03
5743,	1.56432e-01,	9.67264e-06,	2.58940e-10,	6.98935e-06,	-1.76413e-10,	3.52249e-03,	1.25135e-07,	3.53915e-03
5744,	1.56443e-01,	9.67219e-06,	2.58431e-10,	6.99192e-06,	-1.77028e-10,	3.52257e-03,	1.24999e-07,	3.53923e-03
5745,	1.56451e-01,	9.67186e-06,	1.93537e-10,	6.99384e-06,	-1.33116e-10,	3.52263e-03,	9.36730e-08,	3.53929e-03
5746,	1.56462e-01,	9.67141e-06,	2.57541e-10,	6.99641e-06,	-1.78102e-10,	3.52271e-03,	1.24762e-07,	3.53937e-03
5747,	1.56470e-01,	9.67108e-06,	1.92870e-10,	6.99833e-06,	-1.33922e-10,	3.52276e-03,	9.34951e-08,	3.53943e-03
5748,	1.56481e-01,	9.67063e-06,	2.56652e-10,	7.00089e-06,	-1.79177e-10,	3.52284e-03,	1.24525e-07,	3.53951e-03
5749,	1.56492e-01,	9.67018e-06,	2.56144e-10,	7.00346e-06,	-1.79791e-10,	3.52292e-03,	1.24389e-07,	3.53959e-03
5750,	1.56500e-01,	9.66984e-06,	1.91823e-10,	7.00538e-06,	-1.35189e-10,	3.52298e-03,	9.32159e-08,	3.53965e-03
5751,	1.56511e-01,	9.66940e-06,	2.55257e-10,	7.00795e-06,	-1.80865e-10,	3.52305e-03,	1.24153e-07,	3.53973e-03
5752,	1.56522e-01,	9.66895e-06,	2.54751e-10,	7.01051e-06,	-1.81479e-10,	3.52313e-03,	1.24018e-07,	3.53981e-03
5753,	1.56530e-01,	9.66861e-06,	1.90778e-10,	7.01244e-06,	-1.36454e-10,	3.52319e-03,	9.29372e-08,	3.53987e-03
5754,	1.56541e-01,	9.66816e-06,	2.53865e-10,	7.01500e-06,	-1.82553e-10,	3.52327e-03,	1.23781e-07,	3.53995e-03
5755,	1.56552e-01,	9.66771e-06,	2.53360e-10,	7.01757e-06,	-1.83166e-10,	3.52334e-03,	1.23646e-07,	3.54003e-03
5756,	1.56561e-01,	9.66737e-06,	1.89736e-10,	7.01949e-06,	-1.37720e-10,	3.52340e-03,	9.26589e-08,	3.54009e-03
5757,	1.56572e-01,	9.66692e-06,	2.52477e-10,	7.02206e-06,	-1.84240e-10,	3.52348e-03,	1.23410e-07,	3.54016e-03
5758,	1.56583e-01,	9.66647e-06,	2.51972e-10,	7.02462e-06,	-1.84853e-10,	3.52355e-03,	1.23276e-07,	3.54024e-03
5759,	1.56591e-01,	9.66613e-06,	1.88696e-10,	7.02655e-06,	-1.38985e-10,	3.52361e-03,	9.23810e-08,	3.54030e-03
5760,	1.56602e-01,	9.66568e-06,	2.51091e-10,	7.02911e-06,	-1.85926e-10,	3.52368e-03,	1.23040e-07,	3.54038e-03
5761,	1.56610e-01,	9.66534e-06,	1.88035e-10,	7.03104e-06,	-1.39790e-10,	3.52374e-03,	9.22044e-08,	3.54044e-03
5762,	1.56621e-01,	9.66489e-06,	2.50211e-10,	7.03361e-06,	-1.86999e-10,	3.52382e-03,	1.22805e-07,	3.54052e-03
5763,	1.56632e-01,	9.66444e-06,	2.49708e-10,	7.03617e-06,	-1.87612e-10,	3.52389e-03,	1.22670e-07,	3.54059e-03
5764,	1.56640e-01,	9.66410e-06,	1.86998e-10,	7.03810e-06,	-1.41054e-10,	3.52395e-03,	9.19272e-08,	3.54065e-03
5765,	1.56651e-01,	9.66365e-06,	2.48829e-10,	7.04067e-06,	-1.88685e-10,	3.52402e-03,	1.22435e-07,	3.54073e-03
5766,	1.56662e-01,	9.66320e-06,	2.48328e-10,	7.04323e-06,	-1.89297e-10,	3.52410e-03,	1.22301e-07,	3.54081e-03
5767,	1.56671e-01,	9.66286e-06,	1.85964e-10,	7.04516e-06,	-1.42318e-10,	3.52416e-03,	9.16505e-08,	3.54086e-03
5768,	1.56682e-01,	9.66241e-06,	2.47451e-10,	7.04773e-06,	-1.90369e-10,	3.52423e-03,	1.22067e-07,	3.54094e-03
5769,	1.56693e-01,	9.66195e-06,	2.46951e-10,	7.05030e-06,	-1.90982e-10,	3.52431e-03,	1.21933e-07,	3.54102e-03
5770,	1.56701e-01,	9.66161e-06,	1.84932e-10,	7.05222e-06,	-1.43581e-10,	3.52436e-03,	9.13743e-08,	3.54107e-03
5771,	1.56712e-01,	9.66116e-06,	2.46076e-10,	7.05479e-06,	-1.92054e-10,	3.52444e-03,	1.21699e-07,	3.54115e-03
5772,	1.56723e-01,	9.66071e-06,	2.45577e-10,	7.05736e-06,	-1.92666e-10,	3.52451e-03,	1.21565e-07,	3.54123e-03
5773,	1.56731e-01,	9.66036e-06,	1.83902e-10,	7.05929e-06,	-1.44844e-10,	3.52457e-03,	9.10985e-08,	3.54128e-03
5774,	1.56742e-01,	9.65991e-06,	2.44704e-10,	7.06185e-06,	-1.93737e-10,	3.52464e-03,	1.21331e-07,	3.54136e-03
5775,	1.56750e-01,	9.65957e-06,	1.83247e-10,	7.06378e-06,	-1.45647e-10,	3.52469e-03,	9.09232e-08,	3.54142e-03
5776,	1.56761e-01,	9.65911e-06,	2.43832e-10,	7.06635e-06,	-1.94808e-10,	3.52477e-03,	1.21097e-07,	3.54149e-03
5777,	1.56772e-01,	9.65866e-06,	2.43334e-10,	7.06892e-06,	-1.95420e-10,	3.52484e-03,	1.20964e-07,	3.54157e-03
5778,	1.56780e-01,	9.65832e-06,	1.82221e-10,	7.07085e-06,	-1.46909e-10,	3.52490e-03,	9.06481e-08,	3.54163e-03
5779,	1.56791e-01,	9.65786e-06,	2.42464e-10,	7.07342e-06,	-1.96491e-10,	3.52497e-03,	1.20731e-07,	3.54170e-03
5780,	1.56802e-01,	9.65741e-06,	2.41968e-10,	7.07599e-06,	-1.97103e-10,	3.52504e-03,	1.20598e-07,	3.54178e-03
5781,	1.56811e-01,	9.65706e-06,	1.81197e-10,	7.07791e-06,	-1.48171e-10,	3.52510e-03,	9.03734e-08,	3.54183e-03
5782,	1.56822e-01,	9.65661e-06,	2.41100e-10,	7.08048e-06,	-1.98173e-10,	3.52517e-03,	1.20365e-07,	3.54191e-03
5783,	1.56833e-01,	9.65615e-06,	2.40604e-10,	7.08305e-06,	-1.98784e-10,	3.52524e-03,	1.20232e-07,	3.54198e-03
5784,	1.56841e-01,	9.65581e-06,	1.80174e-10,	7.08498e-06,	-1.49432e-10,	3.52530e-03,	9.00992e-08,	3.54204e-03
5785,	1.56852e-01,	9.65535e-06,	2.39738e-10,	7.08755e-06,	-1.99854e-10,	3.52537e-03,	1.20000e-07,	3.54211e-03
5786,	1.56860e-01,	9.65501e-06,	1.79525e-10,	7.08948e-06,	-1.50235e-10,	3.52543e-03,	8.99250e-08,	3.54217e-03
5787,	1.56871e-01,	9.65455e-06,	2.38873e-10,	7.09205e-06,	-2.00924e-10,	3.52550e-03,	1.19767e-07,	3.54224e-03
5788,	1.56882e-01,	9.65409e-06,	2.38379e-10,	7.09462e-06,	-2.01535e-10,	3.52557e-03,	1.19635e-07,	3.54232e-03
5789,	1.56890e-01,	9.65375e-06,	1.78507e-10,	7.09655e-06,	-1.51495e-10,	3.52562e-03,	8.96515e-08,	3.54237e-03
5790,	1.56901e-01,	9.65329e-06,	2.37516e-10,	7.09912e-06,	-2.02604e-10,	3.52570e-03,	1.19403e-07,	3.54245e-03
5791,	1.56912e-01,	9.65283e-06,	2.37023e-10,	7.10169e-06,	-2.03215e-10,	3.52577e-03,	1.19271e-07,	3.54252e-03
5792,	1.56920e-01,	9.65249e-06,	1.77490e-10,	7.10362e-06,	-1.52755e-10,	3.52582e-03,	8.93785e-08,	3.54258e-03
5793,	1.56931e-01,	9.65203e-06,	2.36162e-10,	7.10619e-06,	-2.04284e-10,	3.52589e-03,	1.19039e-07,	3.54265e-03
5794,	1.56942e-01,	9.65157e-06,	2.35670e-10,	7.10876e-06,	-2.04895e-10,	3.52596e-03,	1.18907e-07,	3.54273e-03
5795,	1.56951e-01,	9.65123e-06,	1.76476e-10,	7.11069e-06,	-1.54015e-10,	3.52602e-03,	8.91059e-08,	3.54278e-03
5796,	1.56962e-01,	9.65077e-06,	2.34810e-10,	7.11327e-06,	-2.05963e-10,	3.52609e-03,	1.18676e-07,	3.54285e-03
5797,	1.56973e-01,	9.65031e-06,	2.34320e-10,	7.11584e-06,	-2.06574e-10,	3.52616e-03,	1.18544e-07,	3.54293e-03
5798,	1.56981e-01,	9.64996e-06,	1.75464e-10,	7.11777e-06,	-1.55274e-10,	3.52621e-03,	8.88337e-08,	3.54298e-03
5799,	1.56992e-01,	9.64950e-06,	2.33462e-10,	7.12034e-06,	-2.07642e-10,	3.52628e-03,	1.18313e-07,	3.54305e-03
5800,	1.57000e-01,	9.64916e-06,	1.74821e-10,	7.12227e-06,	-1.56075e-10,	3.52634e-03,	8.86608e-08,	3.54311e-03
5801,	1.57011e-01,	9.64869e-06,	2.32606e-10,	7.12484e-06,	-2.08710e-10,	3.52641e-03,	1.18083e-07,	3.54318e-03
5802,	1.57022e-01,	9.64823e-06,	2.32117e-10,	7.12741e-06,	-2.09320e-10,	3.52648e-03,	1.17951e-07,	3.54325e-03
5803,	1.57030e-01,	9.64789e-06,	1.73813e-10,	7.12934e-06,	-1.57333e-10,	3.52653e-03,	8.83894e-08,	3.54331e-03
5804,	1.57041e-01,	9.64743e-06,	2.31262e-10,	7.13192e-06,	-2.10387e-10,	3.52660e-03,	1.17721e-07,	3.54338e-03
5805,	1.57052e-01,	9.64696e-06,	2.30774e-10,	7.13449e-06,	-2.10997e-10,	3.52667e-03,	1.17590e-07,	3.54345e-03
5806,	1.57061e-01,	9.64662e-06,	1.72806e-10,	7.13642e-06,	-1.58591e-10,	3.52672e-03,	8.81184e-08,	3.54351e-03
5807,	1.57072e-01,	9.64615e-06,	2.29921e-10,	7.13899e-06,	-2.12064e-10,	3.52679e-03,	1.17360e-07,	3.54358e-03
5808,	1.57083e-01,	9.64569e-06,	2.29435e-10,	7.14157e-06,	-2.12674e-10,	3.52686e-03,	1.17229e-07,	3.54365e-03
5809,	1.57091e-01,	9.64535e-06,	1.71802e-10,	7.14350e-06,	-1.59848e-10,	3.52691e-03,	8.78479e-08,	3.54370e-03
5810,	1.57102e-01,	9.64488e-06,	2.28584e-10,	7.14607e-06,	-2.13741e-10,	3.52698e-03,	1.16999e-07,	3.54378e-03
5811,	1.57113e-01,	9.64442e-06,	2.28098e-10,	7.14865e-06,	-2.14350e-10,	3.52705e-03,	1.16869e-07,	3.54385e-03
5812,	1.57121e-01,	9.64407e-06,	1.70801e-10,	7.15058e-06,	-1.61105e-10,	3.52711e-03,	8.75778e-08,	3.54390e-03
5813,	1.57132e-01,	9.64361e-06,	2.27249e-10,	7.15315e-06,	-2.15417e-10,	3.52717e-03,	1.16640e-07,	3.54397e-03
5814,	1.57140e-01,	9.64326e-06,	1.70164e-10,	7.15508e-06,	-1.61905e-10,	3.52723e-03,	8.74062e-08,	3.54402e-03
5815,	1.57151e-01,	9.64279e-06,	2.26401e-10,	7.15766e-06,	-2.16483e-10,	3.52729e-03,	1.16411e-07,	3.54409e-03
5816,	1.57162e-01,	9.64233e-06,	2.25917e-10,	7.16023e-06,	-2.17092e-10,	3.52736e-03,	1.16280e-07,	3.54417e-03
5817,	1.57170e-01,	9.64198e-06,	1.69166e-10,	7.16216e-06,	-1.63161e-10,	3.52741e-03,	8.71368e-08,	3.54422e-03
5818,	1.57181e-01,	9.64152e-06,	2.25071e-10,	7.16474e-06,	-2.18157e-10,	3.52748e-03,	1.16052e-07,	3.54429e-03
5819,	1.57192e-01,	9.64105e-06,	2.24588e-10,	7.16731e-06,	-2.18766e-10,	3.52755e-03,	1.15922e-07,	3.54436e-03
5820,	1.57201e-01,	9.64070e-06,	1.68170e-10,	7.16924e-06,	-1.64417e-10,	3.52760e-03,	8.68679e-08,	3.54441e-03
5821,	1.57212e-01,	9.64024e-06,	2.23744e-10,	7.17182e-06,	-2.19832e-10,	3.52767e-03,	1.15694e-07,	3.54448e-03
5822,	1.57223e-01,	9.63977e-06,	2.23262e-10,	7.17440e-06,	-2.20440e-10,	3.52774e-03,	1.15563e-07,	3.54455e-03
5823,	1.57231e-01,	9.63942e-06,	1.67176e-10,	7.17633e-06,	-1.65672e-10,	3.52779e-03,	8.65994e-08,	3.54460e-03
5824,	1.57242e-01,	9.63895e-06,	2.22420e-10,	7.17890e-06,	-2.21505e-10,	3.52786e-03,	1.15336e-07,	3.54467e-03
5825,	1.57250e-01,	9.63860e-06,	1.66544e-10,	7.18083e-06,	-1.66471e-10,	3.52791e-03,	8.64288e-08,	3.54473e-03
5826,	1.57261e-01,	9.63814e-06,	2.21579e-10,	7.18341e-06,	-2.22570e-10,	3.52797e-03,	1.15109e-07,	3.54480e-03
5827,	1.57272e-01,	9.63767e-06,	2.21098e-10,	7.18599e-06,	-2.23178e-10,	3.52804e-03,	1.14979e-07,	3.54486e-03
5828,	1.57280e-01,	9.63732e-06,	1.65554e-10,	7.18792e-06,	-1.67726e-10,	3.52809e-03,	8.61610e-08,	3.54492e-03
5829,	1.57291e-01,	9.63685e-06,	2.20259e-10,	7.19049e-06,	-2.24242e-10,	3.52816e-03,	1.14752e-07,	3.54499e-03
5830,	1.57302e-01,	9.63638e-06,	2.19780e-10,	7.19307e-06,	-2.24850e-10,	3.52822e-03,	1.14622e-07,	3.54505e-03
5831,	1.57310e-01,	9.63603e-06,	1.64566e-10,	7.19500e-06,	-1.68980e-10,	3.52827e-03,	8.58937e-08,	3.54511e-03
5832,	1.57321e-01,	9.63557e-06,	2.18943e-10,	7.19758e-06,	-2.25914e-10,	3.52834e-03,	1.14396e-07,	3.54517e-03
5833,	1.57332e-01,	9.63510e-06,	2.18464e-10,	7.20016e-06,	-2.26522e-10,	3.52841e-03,	1.14266e-07,	3.54524e-03
5834,	1.57341e-01,	9.63475e-06,	1.63580e-10,	7.20209e-06,	-1.70234e-10,	3.52846e-03,	8.56269e-08,	3.54529e-03
5835,	1.57352e-01,	9.63428e-06,	2.17629e-10,	7.20467e-06,	-2.27586e-10,	3.52852e-03,	1.14040e-07,	3.54536e-03
5836,	1.57363e-01,	9.63381e-06,	2.17152e-10,	7.20724e-06,	-2.28193e-10,	3.52859e-03,	1.13911e-07,	3.54543e-03
5837,	1.57371e-01,	9.63345e-06,	1.62596e-10,	7.20918e-06,	-1.71487e-10,	3.52864e-03,	8.53604e-08,	3.54548e-03
5838,	1.57382e-01,	9.63299e-06,	2.16318e-10,	7.21175e-06,	-2.29257e-10,	3.52870e-03,	1.13685e-07,	3.54555e-03
5839,	1.57390e-01,	9.63263e-06,	1.61971e-10,	7.21369e-06,	-1.72284e-10,	3.52875e-03,	8.51911e-08,	3.54560e-03
5840,	1.57401e-01,	9.63216e-06,	2.15485e-10,	7.21626e-06,	-2.30319e-10,	3.52882e-03,	1.13459e-07,	3.54567e-03
5841,	1.57412e-01,	9.63169e-06,	2.15010e-10,	7.21884e-06,	-2.30927e-10,	3.52888e-03,	1.13330e-07,	3.54574e-03
5842,	1.57420e-01,	9.63134e-06,	1.60991e-10,	7.22077e-06,	-1.73537e-10,	3.52893e-03,	8.49254e-08,	3.54579e-03
5843,	1.57431e-01,	9.63087e-06,	2.14179e-10,	7.22335e-06,	-2.31989e-10,	3.52900e-03,	1.13105e-07,	3.54585e-03
5844,	1.57442e-01,	9.63040e-06,	2.13705e-10,	7.22593e-06,	-2.32596e-10,	3.52906e-03,	1.12977e-07,	3.54592e-03
5845,	1.57451e-01,	9.63004e-06,	1.60012e-10,	7.22786e-06,	-1.74789e-10,	3.52911e-03,	8.46602e-08,	3.54597e-03
5846,	1.57462e-01,	9.62957e-06,	2.12876e-10,	7.23044e-06,	-2.33658e-10,	3.52918e-03,	1.12752e-07,	3.54604e-03
5847,	1.57473e-01,	9.62910e-06,	2.12403e-10,	7.23302e-06,	-2.34265e-10,	3.52924e-03,	1.12623e-07,	3.54610e-03
5848,	1.57481e-01,	9.62875e-06,	1.59036e-10,	7.23495e-06,	-1.76040e-10,	3.52929e-03,	8.43954e-08,	3.54615e-03
5849,	1.57492e-01,	9.62827e-06,	2.11576e-10,	7.23753e-06,	-2.35327e-10,	3.52935e-03,	1.12399e-07,	3.54622e-03
5850,	1.57500e-01,	9.62792e-06,	1.58416e-10,	7.23947e-06,	-1.76837e-10,	3.52940e-03,	8.42271e-08,	3.54627e-03
5851,	1.57511e-01,	9.62745e-06,	2.10750e-10,	7.24204e-06,	-2.36389e-10,	3.52947e-03,	1.12175e-07,	3.54634e-03
5852,	1.57522e-01,	9.62697e-06,	2.10279e-10,	7.24462e-06,	-2.36995e-10,	3.52953e-03,	1.12047e-07,	3.54640e-03
5853,	1.57530e-01,	9.62662e-06,	1.57444e-10,	7.24656e-06,	-1.78087e-10,	3.52958e-03,	8.39630e-08,	3.54645e-03
5854,	1.57541e-01,	9.62615e-06,	2.09455e-10,	7.24914e-06,	-2.38056e-10,	3.52964e-03,	1.11823e-07,	3.54652e-03
5855,	1.57552e-01,	9.62567e-06,	2.08984e-10,	7.25172e-06,	-2.38662e-10,	3.52971e-03,	1.11695e-07,	3.54658e-03
5856,	1.57560e-01,	9.62532e-06,	1.56474e-10,	7.25365e-06,	-1.79338e-10,	3.52975e-03,	8.36993e-08,	3.54663e-03
5857,	1.57571e-01,	9.62484e-06,	2.08162e-10,	7.25623e-06,	-2.39723e-10,	3.52982e-03,	1.11471e-07,	3.54670e-03
5858,	1.57582e-01,	9.62437e-06,	2.07693e-10,	7.25881e-06,	-2.40329e-10,	3.52988e-03,	1.11344e-07,	3.54676e-03
5859,	1.57591e-01,	9.62401e-06,	1.55506e-10,	7.26074e-06,	-1.80588e-10,	3.52993e-03,	8.34361e-08,	3.54681e-03
5860,	1.57602e-01,	9.62354e-06,	2.06872e-10,	7.26332e-06,	-2.41390e-10,	3.52999e-03,	1.11121e-07,	3.54688e-03
5861,	1.57613e-01,	9.62306e-06,	2.06404e-10,	7.26590e-06,	-2.41995e-10,	3.53005e-03,	1.10993e-07,	3.54694e-03
5862,	1.57621e-01,	9.62271e-06,	1.54540e-10,	7.26784e-06,	-1.81837e-10,	3.53010e-03,	8.31733e-08,	3.54699e-03
5863,	1.57632e-01,	9.62223e-06,	2.05586e-10,	7.27042e-06,	-2.43055e-10,	3.53016e-03,	1.10771e-07,	3.54706e-03
5864,	1.57640e-01,	9.62187e-06,	1.53926e-10,	7.27235e-06,	-1.82632e-10,	3.53021e-03,	8.30063e-08,	3.54710e-03
5865,	1.57651e-01,	9.62140e-06,	2.04768e-10,	7.27493e-06,	-2.44115e-10,	3.53027e-03,	1.10548e-07,	3.54717e-03
5866,	1.57662e-01,	9.62092e-06,	2.04302e-10,	7.27751e-06,	-2.44721e-10,	3.53033e-03,	1.10421e-07,	3.54723e-03
5867,	1.57670e-01,	9.62056e-06,	1.52964e-10,	7.27944e-06,	-1.83881e-10,	3.53038e-03,	8.27443e-08,	3.54728e-03
5868,	1.57681e-01,	9.62009e-06,	2.03486e-10,	7.28202e-06,	-2.45780e-10,	3.53044e-03,	1.10199e-07,	3.54735e-03
5869,	1.57692e-01,	9.61961e-06,	2.03021e-10,	7.28461e-06,	-2.46385e-10,	3.53051e-03,	1.10072e-07,	3.54741e-03
5870,	1.57701e-01,	9.61925e-06,	1.52004e-10,	7.28654e-06,	-1.85129e-10,	3.53055e-03,	8.24827e-08,	3.54746e-03
5871,	1.57711e-01,	9.61878e-06,	2.02207e-10,	7.28912e-06,	-2.47444e-10,	3.53061e-03,	1.09850e-07,	3.54752e-03
5872,	1.57722e-01,	9.61830e-06,	2.01743e-10,	7.29170e-06,	-2.48049e-10,	3.53067e-03,	1.09724e-07,	3.54758e-03
5873,	1.57731e-01,	9.61794e-06,	1.51046e-10,	7.29364e-06,	-1.86377e-10,	3.53072e-03,	8.22215e-08,	3.54763e-03
5874,	1.57742e-01,	9.61746e-06,	2.00931e-10,	7.29622e-06,	-2.49108e-10,	3.53078e-03,	1.09502e-07,	3.54770e-03
5875,	1.57753e-01,	9.61698e-06,	2.00467e-10,	7.29880e-06,	-2.49713e-10,	3.53084e-03,	1.09376e-07,	3.54776e-03
5876,	1.57761e-01,	9.61662e-06,	1.50090e-10,	7.30073e-06,	-1.87625e-10,	3.53089e-03,	8.19608e-08,	3.54781e-03
5877,	1.57772e-01,	9.61615e-06,	1.99657e-10,	7.30331e-06,	-2.50771e-10,	3.53095e-03,	1.09155e-07,	3.54787e-03
5878,	1.57780e-01,	9.61579e-06,	1.49483e-10,	7.30525e-06,	-1.88418e-10,	3.53100e-03,	8.17951e-08,	3.54792e-03
5879,	1.57791e-01,	9.61531e-06,	1.98848e-10,	7.30783e-06,	-2.51829e-10,	3.53106e-03,	1.08934e-07,	3.54798e-03
5880,	1.57802e-01,	9.61483e-06,	1.98387e-10,	7.31041e-06,	-2.52433e-10,	3.53112e-03,	1.08808e-07,	3.54804e-03
5881,	1.57810e-01,	9.61447e-06,	1.48531e-10,	7.31235e-06,	-1.89665e-10,	3.53116e-03,	8.15350e-08,	3.54809e-03
